,age,avg_order_value,total_orders,last_purchase,is_fraudulent,email_open_rate,loyalty_score,churn_risk,customer_tenure_days,preferred_category_Electronics,preferred_category_Fashion,preferred_category_Home,preferred_category_Sports,country_Brazil,country_Canada,country_China,country_France,country_Germany,country_India,country_Japan,country_UK,country_USA,gender_Male,gender_Other
1364,69,16.34,6,42,0,1.8,84,0.48,1279,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1365,36,40.05,10,274,0,86.6,58,0.28,245,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1366,62,125.22,15,120,0,43.2,12,0.12,1507,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1367,61,137.66,13,191,0,28.3,84,0.37,155,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1368,24,226.74,11,353,0,50.95,81,0.33,461,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1369,74,135.01,7,30,0,87.9,43,0.21,1370,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,61,186.14,8,356,0,50.95,72,0.15,332,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1371,70,71.07,12,18,0,35.4,13,0.27,1320,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1372,21,141.45,8,284,0,23.1,73,0.66,224,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1373,76,37.56,11,72,0,71.3,83,0.32,749,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1374,51,102.64,10,75,0,5.7,90,0.28,1126,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1375,19,120.9,7,187,0,39.1,5,0.41,908,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1376,22,184.5,9,178,0,75.9,45,0.29,992,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1377,72,29.5,9,337,0,58.5,89,0.29,137,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1378,27,124.32,6,305,0,73.4,5,0.37,817,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1379,49,55.1,14,136,0,57.3,23,0.26,1109,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1380,59,81.61,6,161,0,24.0,35,0.38,593,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1381,58,88.37,13,289,0,48.3,96,0.25,186,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1382,30,283.57,10,46,0,77.3,54,0.32,1308,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1383,56,134.16,13,23,0,23.0,49,0.41,1349,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1384,22,85.44,4,335,0,96.3,70,0.25,1775,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1385,75,68.13,9,283,0,20.3,78,0.12,1749,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1386,27,56.45,15,173,0,1.4,93,0.06,1786,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1387,27,60.73,11,306,0,77.8,37,0.46,1312,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1388,55,139.02,9,261,0,92.8,22,0.47,1517,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,44,65.63,3,229,0,24.7,84,0.3,1603,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1390,77,18.03,13,190,0,15.5,8,0.6,903,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1391,68,31.24,10,117,0,22.4,91,0.25,1116,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1392,38,113.19,5,52,0,62.8,57,0.44,1422,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1393,25,35.24,7,191,0,57.9,71,0.56,681,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1394,18,57.56,12,59,0,50.95,60,0.23,1610,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1395,45,149.34,12,10,0,0.8,55,0.56,1781,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1396,66,93.21,3,259,0,15.7,34,0.19,239,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1397,56,34.87,14,269,0,24.3,41,0.52,1585,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1398,31,172.89,8,140,0,69.7,28,0.28,418,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1399,38,119.08,11,142,0,60.9,31,0.64,453,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1400,47,29.09,9,112,0,62.4,21,0.37,1379,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1401,38,23.68,14,263,0,57.1,74,0.13,1046,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1402,66,182.37,14,343,0,74.5,51,0.06,1223,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1403,26,67.73,7,10,0,94.2,36,0.57,582,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1404,34,67.6,12,98,0,67.4,77,0.21,1586,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1405,22,70.41,13,22,0,74.5,26,0.64,1317,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1406,75,97.73,17,238,0,50.95,98,0.51,168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,74,42.45,7,108,0,79.8,19,0.05,1217,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1408,79,105.95,13,262,0,94.3,6,0.31,1163,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1409,48,32.35,5,324,0,60.5,48,0.1,199,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1410,69,163.27,8,159,0,18.1,15,0.15,1162,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1411,78,54.24,6,219,0,77.0,49,0.37,944,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1412,57,92.75,11,171,0,65.1,18,0.25,1399,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1413,55,48.37,13,93,0,93.4,84,0.08,1428,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1414,60,157.37,8,121,0,27.2,65,0.34,1805,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1415,36,45.11,4,299,0,97.0,22,0.4,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,53,74.45,9,196,0,55.2,60,0.46,989,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1417,67,132.27,8,50,0,50.95,36,0.17,1389,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1418,50,101.7,9,316,0,78.4,82,0.5,1720,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,30,22.69,8,306,0,86.6,10,0.33,890,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1420,31,113.36,13,19,0,32.4,20,0.18,1427,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1421,73,134.67,12,29,0,21.9,70,0.14,286,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1422,50,57.35,11,299,0,62.4,61,0.28,1299,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1423,79,143.75,8,85,0,37.4,59,0.33,273,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1424,46,25.26,13,229,0,98.6,22,0.27,245,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1425,60,27.08,12,156,0,49.5,68,0.24,1590,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1426,66,60.66,8,180,0,11.0,4,0.41,917,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1427,53,62.27,9,111,0,49.9,83,0.51,901,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1428,75,140.68,14,138,0,53.5,29,0.18,658,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1429,61,26.41,10,9,0,0.5,58,0.03,740,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1430,27,79.33,7,290,0,24.5,58,0.21,344,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1431,48,145.14,8,237,0,0.1,54,0.19,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1432,23,52.46,9,131,0,56.1,28,0.16,1682,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1433,74,200.85,5,329,0,29.2,77,0.38,1651,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1434,18,108.94,8,184,0,17.3,39,0.06,205,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1435,24,42.66,10,294,0,83.9,57,0.31,134,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1436,75,194.08,9,207,0,3.0,64,0.36,737,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1437,44,129.59,10,249,0,69.2,92,0.37,806,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1438,38,128.28,5,349,0,57.3,30,0.15,1788,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1439,45,110.13,8,322,0,77.2,86,0.25,1474,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1440,33,56.89,9,88,0,13.2,50,0.52,1641,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1441,73,145.11,9,357,0,87.2,54,0.54,1393,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1442,63,36.83,10,361,0,32.2,23,0.18,325,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1443,40,33.9,7,35,0,0.9,18,0.17,277,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1444,69,87.84,11,3,0,65.7,81,0.43,385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1445,37,70.14,8,233,0,85.9,54,0.11,1068,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1446,55,139.79,12,329,0,35.4,95,0.14,795,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1447,71,92.67,6,268,0,52.8,28,0.15,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,42,136.48,17,69,0,41.2,8,0.25,1508,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1449,45,119.82,9,6,0,4.2,32,0.48,401,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1450,22,65.21,10,155,0,75.3,6,0.47,655,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1451,73,64.18,9,292,0,94.1,72,0.59,984,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1452,38,154.08,11,285,0,42.0,86,0.11,385,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1453,35,42.81,18,359,0,14.4,40,0.2,880,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1454,64,112.85,9,73,0,50.5,51,0.37,1157,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1455,23,87.75,11,11,0,90.5,47,0.62,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,74,99.98,9,336,0,60.6,95,0.35,395,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1457,46,93.79,10,111,0,21.2,70,0.24,40,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1458,36,155.9,14,29,0,55.3,68,0.15,864,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1459,50,61.85,8,35,0,32.7,7,0.36,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1460,18,58.62,9,343,0,2.4,98,0.07,272,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1461,62,86.54,4,229,0,91.4,27,0.07,264,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1462,20,86.08,11,276,0,79.4,66,0.28,438,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1463,59,72.4,11,105,0,92.4,54,0.45,1658,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1464,38,99.52,16,287,0,68.3,14,0.43,1629,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1465,52,82.1,9,249,0,45.0,93,0.08,331,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1466,58,97.44,8,62,0,49.3,22,0.18,517,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1467,57,365.38,10,43,0,20.5,69,0.25,104,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1468,20,73.87,10,148,0,38.6,56,0.21,1084,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1469,42,137.2,5,45,0,16.4,82,0.64,1454,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1470,62,87.27,10,174,0,47.3,60,0.57,1824,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1471,55,118.01,15,153,0,64.6,51,0.37,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1472,62,219.73,17,260,0,25.7,16,0.19,1710,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1473,72,107.18,11,132,0,94.4,6,0.45,277,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1474,37,55.77,11,286,0,64.7,1,0.27,233,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1475,69,174.38,16,155,0,22.0,12,0.28,147,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1476,61,69.28,9,332,0,16.7,24,0.1,600,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1477,62,71.53,7,240,0,17.0,75,0.57,17,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1478,51,186.26,5,330,0,97.4,43,0.07,1539,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1479,38,135.31,5,126,0,23.7,34,0.4,1191,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1480,73,102.71,10,192,0,16.8,93,0.2,609,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1481,72,159.37,9,268,0,16.4,96,0.21,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1482,65,37.18,16,121,0,34.4,57,0.28,188,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1483,40,100.26,7,145,0,61.5,21,0.28,1649,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1484,23,36.42,8,151,0,7.9,40,0.3,1200,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1485,68,229.17,10,156,0,15.9,33,0.07,1406,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1486,70,88.24,7,155,0,97.6,33,0.66,1730,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,30,93.19,11,101,0,61.8,28,0.31,1391,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1488,66,54.4,6,339,0,14.0,65,0.15,1571,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1489,40,72.33,8,251,0,55.0,76,0.2,1098,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1490,26,51.02,6,266,0,24.1,46,0.05,398,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1491,34,55.66,9,306,0,50.95,33,0.1,564,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1492,78,37.39,11,58,0,38.9,69,0.31,111,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1493,19,125.11,11,339,0,14.2,66,0.36,1214,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1494,36,44.56,7,104,0,61.3,36,0.26,1666,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1495,36,141.31,8,268,0,13.7,88,0.48,736,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1496,73,245.71,7,46,0,51.8,54,0.09,141,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1497,24,100.82,13,87,0,85.2,50,0.19,688,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1498,71,63.76,10,170,0,34.6,51,0.09,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1499,59,112.82,9,151,0,50.95,52,0.47,362,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1500,59,45.95,10,175,0,10.8,21,0.15,1229,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1501,76,82.44,6,318,0,64.6,30,0.41,878,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1502,37,63.68,12,144,0,11.2,15,0.08,787,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1503,26,84.16,17,324,0,32.7,9,0.22,1619,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1504,34,257.38,6,309,0,84.1,32,0.46,1445,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1505,44,62.4,11,221,0,15.0,72,0.1,1040,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1506,64,121.85,12,14,0,84.0,23,0.66,1777,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1507,19,169.5,6,137,0,63.1,27,0.31,1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,79,85.61,7,249,0,14.1,42,0.44,207,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1509,53,132.86,7,149,0,16.8,8,0.08,595,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1510,36,88.31,7,350,0,66.3,93,0.4,1685,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1511,34,206.14,7,268,0,72.9,11,0.06,565,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1512,22,87.24,9,80,0,65.6,21,0.3,829,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1513,56,143.52,10,64,0,71.4,44,0.14,522,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1514,35,48.19,16,141,0,36.2,39,0.34,1008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1515,70,36.64,12,299,0,0.1,94,0.52,505,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1516,71,165.24,13,246,0,52.9,33,0.08,1690,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1517,76,124.33,6,192,0,59.5,67,0.47,1369,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,24,75.98,10,282,0,68.8,55,0.11,987,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1519,34,44.92,14,253,0,23.1,13,0.31,512,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1520,56,193.02,12,172,0,50.95,36,0.24,194,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1521,53,93.19,11,312,0,83.0,87,0.17,1316,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1522,57,76.95,12,277,0,84.1,26,0.11,827,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1523,62,150.06,10,289,0,98.8,74,0.29,914,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1524,21,64.38,8,305,0,34.0,38,0.19,1780,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1525,55,83.67,13,309,0,5.9,23,0.2,1672,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1526,42,30.6,9,185,0,47.6,8,0.41,387,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1527,22,98.56,8,355,0,48.0,14,0.45,738,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1528,47,317.57,12,223,0,3.7,24,0.04,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,29,92.15,15,61,0,57.5,82,0.25,1406,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1530,21,119.84,11,83,0,26.1,40,0.43,518,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1531,41,129.33,13,26,0,11.9,25,0.22,1235,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1532,46,26.05,6,319,0,60.5,84,0.07,1133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1533,26,81.86,9,130,0,28.2,25,0.61,1321,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1534,21,20.54,17,126,0,56.2,17,0.23,1386,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1535,68,61.6,12,10,0,1.5,4,0.15,338,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1536,41,66.53,5,279,0,36.6,85,0.25,609,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1537,31,100.77,5,284,0,86.5,84,0.08,47,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1538,22,21.62,7,196,0,65.0,81,0.45,174,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1539,35,252.38,13,224,0,86.8,99,0.15,1781,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1540,59,127.74,15,263,0,74.0,41,0.33,100,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1541,74,15.72,12,274,0,72.0,60,0.46,1289,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1542,36,33.54,7,67,0,87.0,87,0.27,704,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1543,29,70.82,9,232,0,2.0,85,0.18,1021,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1544,35,154.57,13,98,0,42.0,43,0.2,1662,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1545,34,75.03,10,221,0,96.0,54,0.31,172,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1546,47,166.29,9,123,0,17.7,52,0.34,1240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,41,206.09,10,303,0,65.4,21,0.23,1461,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1548,28,70.98,10,101,0,79.0,24,0.36,481,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1549,52,35.51,7,319,0,93.4,37,0.59,1065,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1550,40,32.99,6,263,0,87.2,82,0.07,897,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1551,34,54.1,11,364,0,67.7,44,0.15,1800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1552,18,189.48,7,229,0,71.1,83,0.13,278,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1553,32,67.57,14,122,0,34.3,5,0.43,935,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1554,49,89.67,10,226,0,22.4,61,0.12,491,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1555,77,235.59,11,227,0,95.9,44,0.29,1088,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1556,26,122.06,12,152,0,97.6,91,0.33,882,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1557,32,28.53,9,308,0,42.5,6,0.16,639,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1558,45,138.49,16,304,0,41.1,78,0.67,972,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1559,41,39.31,10,327,0,45.2,3,0.04,900,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1560,77,93.19,16,148,0,46.1,65,0.33,1135,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1561,78,78.29,5,306,0,84.2,31,0.15,561,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1562,52,111.84,9,8,0,43.1,55,0.16,21,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1563,39,76.76,10,319,0,88.2,45,0.02,1213,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1564,44,180.06,5,223,0,69.5,74,0.18,52,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1565,36,65.12,15,22,0,96.5,55,0.08,737,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1566,62,98.6,8,191,0,67.5,60,0.23,649,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1567,29,91.99,10,226,0,50.95,31,0.57,529,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1568,37,59.63,12,53,0,91.8,81,0.19,1218,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1569,18,70.72,8,91,0,23.0,39,0.27,1811,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1570,38,128.49,6,14,0,96.5,48,0.46,971,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1571,66,302.3,13,307,0,4.3,80,0.1,1076,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1572,62,93.19,7,178,0,64.1,27,0.3,510,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1573,18,118.71,13,3,0,1.8,16,0.25,1684,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1574,27,14.31,8,100,0,20.4,52,0.35,818,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1575,64,111.08,5,129,0,46.4,4,0.41,602,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1576,76,93.19,11,6,0,15.8,42,0.28,311,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1577,76,240.3,6,183,0,98.9,91,0.03,1172,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1578,49,67.91,10,330,0,77.3,54,0.06,576,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1579,79,311.27,23,331,0,85.1,9,0.41,1710,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1580,56,180.36,8,34,1,50.95,25,0.18,1366,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1581,77,77.88,10,231,0,67.5,88,0.2,216,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1582,39,63.72,11,153,0,26.7,58,0.3,1725,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1583,35,57.2,9,63,0,75.7,92,0.08,1414,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1584,65,52.77,10,246,0,58.4,18,0.59,1082,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1585,63,134.05,9,55,0,26.7,44,0.5,1174,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1586,49,58.28,7,228,0,36.7,90,0.37,1538,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1587,44,24.74,13,310,0,60.8,74,0.14,1075,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1588,45,56.84,10,252,0,39.5,49,0.46,789,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1589,35,65.04,19,292,0,23.5,44,0.18,1054,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1590,76,201.18,11,51,0,43.0,98,0.11,1478,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1591,56,99.78,10,14,0,23.4,75,0.5,1022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1592,66,32.02,4,341,0,87.5,78,0.49,106,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1593,46,39.03,10,339,0,69.4,38,0.24,778,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1594,35,81.61,8,362,0,37.7,65,0.37,765,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1595,61,407.34,11,179,0,94.5,81,0.41,435,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1596,25,54.1,6,76,0,38.9,81,0.16,1015,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1597,71,22.79,6,214,0,57.4,10,0.28,693,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1598,48,44.95,8,222,0,51.2,63,0.11,1289,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1599,79,33.49,11,153,0,12.2,94,0.25,1371,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1600,51,24.89,12,44,0,42.4,46,0.17,1385,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1601,24,89.84,11,351,0,7.8,97,0.76,468,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1602,53,53.64,7,20,0,17.1,2,0.33,665,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1603,35,22.69,14,80,0,78.8,20,0.51,1729,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
